City	Population	Latitude	Longitude	Latitude.Point.From	Longitude.Point.From	To	From	Value	Time	Longitude.Point.To	Latitude.Point.To
Vancouver	1836500	49.28	-123.13	49.2860727829188	-123.131991571821	960	747	2500.69836563198	2016-11-26 00:17:25	-123.403165004158	48.428966612834
Gatineau	235000	45.42	-75.71	45.4155501213527	-75.751636609838	229	449	4943.15913093742	2016-11-26 00:17:26	-123.132378362636	49.2760564487699
Toronto	4551800	43.65	-79.38	43.6493347139728	-79.3736092267515	795	745	3323.85852286825	2016-11-26 00:17:27	-75.6948131560137	45.4116559725258
Kamloops	68500	50.68	-120.34	50.6813049949277	-120.331211026724	639	210	4776.15235169651	2016-11-26 00:17:28	-114.059148488078	51.050815593593
Montreal	3256300	45.52	-73.57	45.5222433783059	-73.5202919654195	943	536	497.200766520109	2016-11-26 00:17:29	-73.523743913986	45.528480256061
Vancouver	1836500	49.28	-123.13	49.28505970513	-123.124036265385	338	61	1825.75171026401	2016-11-26 00:17:30	-79.3809105567817	43.6413639387876
Grande prairie	39600	55.18	-118.8	55.177246295866	-118.769253007336	477	696	2468.80265312502	2016-11-26 00:17:31	-74.1115378930697	45.2575163970187
Toronto	4551800	43.65	-79.38	43.6537397212174	-79.385781910023	543	862	2538.58673091745	2016-11-26 00:17:32	-79.2448870261167	44.2707663914303
Toronto	4551800	43.65	-79.38	43.6511083157794	-79.3824465108981	746	903	3870.33636827255	2016-11-26 00:17:33	-113.54022025399	53.5627306934043
Toronto	4551800	43.65	-79.38	43.6537397212174	-79.385781910023	911	862	64.1767857829109	2016-11-26 00:17:34	-80.2596625488676	43.5643991711803
Hamilton	645100	43.26	-79.85	43.254547569871	-79.8489246014822	260	381	1504.84846548643	2016-11-26 00:17:35	-80.4957990445622	43.4596198942104
Victoria	289400	48.43	-123.37	48.4335246192534	-123.390377175606	962	638	111.404244846199	2016-11-26 00:17:36	-119.457365407526	49.893877338118
Sherbrooke	129000	45.4	-71.9	45.4001430604476	-71.9402796999501	292	385	4823.62243636744	2016-11-26 00:17:37	-97.1756498622904	49.8796017144065
Vancouver	1836500	49.28	-123.13	49.2744462282678	-123.120509715477	694	439	4548.02096843487	2016-11-26 00:17:38	-123.970583063385	49.2154174009123
Brantford	88300	43.15	-80.26	43.1571630957463	-80.2662234007561	812	68	1590.4611318605	2016-11-26 00:17:39	-71.2294103906234	46.8165379933894
Oshawa	244700	43.89	-78.86	43.8987050771641	-78.8595040900605	884	861	3601.64687596262	2016-11-26 00:17:40	-73.4361731966824	45.5195883198919
Calgary	938300	51.05	-114.06	51.044042463841	-114.05137412353	665	620	2102.90079509141	2016-11-26 00:17:41	-71.0844741362204	48.4243364450043
Kanata	79300	45.34	-75.88	45.3434717708817	-75.8590968369801	998	132	471.492268051952	2016-11-26 00:17:42	-97.1720877880606	49.8869870459089
Belleville	64500	44.17	-77.38	44.1782829697006	-77.3828878482137	919	130	3298.77330732998	2016-11-26 00:17:43	-79.3813196362829	43.6483342290434
Vancouver	1836500	49.28	-123.13	49.2834365709582	-123.128851915832	228	331	3601.00974214729	2016-11-26 00:17:44	-73.4044430882471	45.5262371449841
Toronto	4551800	43.65	-79.38	43.6458096271866	-79.3827696194813	132	76	4584.18486160226	2016-11-26 00:17:45	-75.8590968369801	45.3434717708817
Montreal	3256300	45.52	-73.57	45.5184636427577	-73.517466549961	657	506	4388.65361060016	2016-11-26 00:17:46	-84.3489130646207	46.5260965362572
Woodstock	33900	43.13	-80.76	43.123537117366	-80.7572727637494	881	418	3363.24859589804	2016-11-26 00:17:47	-73.3232075379689	45.5212796657669
Halifax	268900	44.67	-63.61	44.6718263353563	-63.6191314550294	386	778	3968.45648677554	2016-11-26 00:17:48	-89.2545935451359	48.4206111076194
Kingston	112700	44.23	-76.5	44.234603603202	-76.5060098343581	341	148	708.385967160575	2016-11-26 00:17:49	-79.3750877782295	43.6473618006473
Sarnia	81900	42.99	-82.4	42.9892841710323	-82.4060205744338	1	339	4798.11666239984	2016-11-26 00:17:50	-80.9808388904377	43.3612400778071
Calgary	938300	51.05	-114.06	51.0479572183283	-114.062058066486	84	914	3852.18768953346	2016-11-26 00:17:51	-72.5727852006395	46.3480085504568
North battleford	18100	52.79	-108.29	52.7954160592672	-108.286596566525	148	841	961.82808483718	2016-11-26 00:17:52	-76.5060098343581	44.234603603202
Winnipeg	637900	49.88	-97.17	49.8849725507084	-97.1727733934249	186	773	1173.46197210718	2016-11-26 00:17:53	-73.7105300863068	45.525574700001
Montreal	3256300	45.52	-73.57	45.5131007749296	-73.6708689162823	627	758	3392.92435653042	2016-11-26 00:17:54	-114.052595358838	51.0567355715414
Montreal	3256300	45.52	-73.57	45.5194253824869	-73.4295054275935	239	453	591.44946342567	2016-11-26 00:17:55	-73.5565892329481	45.5284884494591
Victoria	289400	48.43	-123.37	48.428966612834	-123.403165004158	107	960	1626.24833119335	2016-11-26 00:17:56	-79.3786899441228	43.652440657441
Montreal	3256300	45.52	-73.57	45.5180806421105	-73.5428774516458	78	432	3542.24974059034	2016-11-26 00:17:57	-114.065300323309	51.0438314270822
Granby	53800	45.41	-72.73	45.4023001610543	-72.7193870317565	111	77	4124.18257498648	2016-11-26 00:17:58	-79.3802217068661	43.6552644317076
Montreal	3256300	45.52	-73.57	45.5131776308447	-73.479486358938	953	831	3382.25863190601	2016-11-26 00:17:59	-79.3735433381426	43.6515874093872
Toronto	4551800	43.65	-79.38	43.6491090669098	-79.3731374057186	121	766	3294.61717961822	2016-11-26 00:18:00	-79.3730338301631	43.646265296884
Toronto	4551800	43.65	-79.38	43.6438486458065	-79.3827923876275	736	905	4141.19451531442	2016-11-26 00:18:01	-63.6037883484276	44.6760580974823
Ottawa	863000	45.42	-75.71	45.4151754532185	-75.6757420828081	995	370	3320.45534026111	2016-11-26 00:18:02	-79.3791796524541	43.6464216955151
Toronto	4551800	43.65	-79.38	43.6455963505369	-79.3860962219761	499	415	2789.2012752709	2016-11-26 00:18:03	-80.7702175762251	43.1296154530797
Montreal	3256300	45.52	-73.57	45.51947791579	-73.7410188229638	881	514	1540.11067384854	2016-11-26 00:18:04	-73.3232075379689	45.5212796657669
Edmonton	812400	53.57	-113.54	53.5763079450961	-113.545109178271	747	744	1031.06390129542	2016-11-26 00:18:05	-123.131991571821	49.2860727829188
Vancouver	1836500	49.28	-123.13	49.2820765248303	-123.129251514845	529	582	2795.26339914883	2016-11-26 00:18:06	-75.6544010965042	45.4232596673969
Toronto	4551800	43.65	-79.38	43.6468717065797	-79.3771378952508	769	354	4640.02541160444	2016-11-26 00:18:07	-80.9358254710997	44.5696863759292
Oshawa	244700	43.89	-78.86	43.8946021942632	-78.8628355526687	214	312	3556.81936689653	2016-11-26 00:18:08	-73.4245998947499	45.5127530092658
Ottawa	863000	45.42	-75.71	45.4147996313283	-75.7050917276257	181	636	3888.67428251542	2016-11-26 00:18:09	-80.2597676417205	43.5651240403951
Ottawa	863000	45.42	-75.71	45.4216081391806	-75.699743381446	14	376	4511.18355435319	2016-11-26 00:18:10	-113.832930167985	52.2691645919245
Montreal	3256300	45.52	-73.57	45.5229446468845	-73.6481849137029	828	898	2562.28499084245	2016-11-26 00:18:11	-97.1721691635363	49.886489693726
Val-d'or	25300	48.11	-77.79	48.1051159527909	-77.7764494179848	475	823	1846.77570627537	2016-11-26 00:18:12	-79.3804106383798	43.6513825956411
Barrie	147200	44.38	-79.68	44.3885502132494	-79.6826107141655	717	216	154.715681262314	2016-11-26 00:18:13	-73.5909890718231	45.5150964901046
Winnipeg	637900	49.88	-97.17	49.8755433303913	-97.1643099899589	880	689	1352.87383854156	2016-11-26 00:18:14	-123.127174138066	49.274672917341
Vancouver	1836500	49.28	-123.13	49.28505970513	-123.124036265385	48	61	247.404508921318	2016-11-26 00:18:15	-123.12946346863	49.2848105502655
Edmonton	812400	53.57	-113.54	53.5686520036068	-113.543131993815	676	967	273.454621073324	2016-11-26 00:18:16	-63.6190420064782	44.6682625286114
Truro	20900	45.36	-63.28	45.3559129170811	-63.2416032132794	11	165	489.749318617396	2016-11-26 00:18:17	-79.3882708548662	43.6521237065032
Quebec	643200	46.82	-71.23	46.8233079463935	-71.2239672774987	936	23	83.3506847498938	2016-11-26 00:18:18	-79.3761249786856	43.6545579857359
Toronto	4551800	43.65	-79.38	43.6466781815932	-79.3860937007267	408	768	1747.66187721398	2016-11-26 00:18:19	-119.455922436197	49.8840500980677
Toronto	4551800	43.65	-79.38	43.646714238506	-79.3868162261565	955	680	2442.71798060508	2016-11-26 00:18:20	-123.390715031811	48.4295122156849
Montreal	3256300	45.52	-73.57	45.5242984147977	-73.6270828022558	734	269	1437.98232254339	2016-11-26 00:18:21	-79.3824519737523	43.6475137867065
Montreal	3256300	45.52	-73.57	45.5167862665766	-73.317693698461	28	267	2459.91682951571	2016-11-26 00:18:22	-79.3793259730749	43.6461150284753
Port alberni	21100	49.27	-124.82	49.2677348014464	-124.809005670108	921	350	952.979783550836	2016-11-26 00:18:23	-79.3746377256054	43.6557925424281
Kitchener	403800	43.46	-80.5	43.4669875096526	-80.5026885913665	14	396	1922.50097374199	2016-11-26 00:18:24	-113.832930167985	52.2691645919245
Montreal	3256300	45.52	-73.57	45.5222055602901	-73.3658625719234	193	438	2333.98510691477	2016-11-26 00:18:25	-73.4891223472632	45.5271396893006
Vancouver	1836500	49.28	-123.13	49.274960963633	-123.118396966609	486	790	1514.7387756384	2016-11-26 00:18:26	-73.7888576806817	45.5159616800964
Vancouver	1836500	49.28	-123.13	49.2778873511651	-123.138159009598	905	251	2830.52364478353	2016-11-26 00:18:27	-79.3827923876275	43.6438486458065
Hamilton	645100	43.26	-79.85	43.2529389116373	-79.8502387330062	717	855	50.7114247186109	2016-11-26 00:18:28	-73.5909890718231	45.5150964901046
Abbotsford	139900	49.06	-122.3	49.0683614113697	-122.306861693001	802	970	4486.4582993323	2016-11-26 00:18:29	-79.8533037982624	43.2671664663612
Toronto	4551800	43.65	-79.38	43.6500291667449	-79.3756386527061	158	255	76.1518293758854	2016-11-26 00:18:30	-72.143322596081	45.2655279856094
Halifax	268900	44.67	-63.61	44.6755688179467	-63.612643193942	216	740	785.441552358679	2016-11-26 00:18:31	-79.6826107141655	44.3885502132494
London	346900	42.97	-81.24	42.9662005173312	-81.2419699392737	975	476	3273.06217537262	2016-11-26 00:18:32	-71.2257243567055	46.8230334884127
Edmonton	812400	53.57	-113.54	53.5683489997698	-113.535823091786	568	646	280.637937132269	2016-11-26 00:18:33	-75.6636913470718	45.4155746228861
Montreal	3256300	45.52	-73.57	45.5284884494591	-73.5565892329481	2	239	3278.71392210945	2016-11-26 00:18:34	-79.3840890291833	43.6430305101485
Toronto	4551800	43.65	-79.38	43.6537397212174	-79.385781910023	910	862	4874.33859901503	2016-11-26 00:18:35	-123.119443827831	49.2866153135938
Montreal	3256300	45.52	-73.57	45.5235430021174	-73.7299472075049	764	566	3669.3613355048	2016-11-26 00:18:36	-73.6097550570484	45.515997675875
Toronto	4551800	43.65	-79.38	43.6554194749868	-79.386695409056	576	333	1491.91567546222	2016-11-26 00:18:37	-73.4611278607837	45.5173963888287
Ottawa	863000	45.42	-75.71	45.4158183223895	-75.7216596709065	557	451	426.370746339671	2016-11-26 00:18:38	-79.735710910151	43.8784473526758
Kanata	79300	45.34	-75.88	45.3475771344636	-75.8811462086028	476	317	692.57065205602	2016-11-26 00:18:39	-81.2419699392737	42.9662005173312
Toronto	4551800	43.65	-79.38	43.6531238851264	-79.3853501634865	718	16	3150.96039893106	2016-11-26 00:18:40	-123.961364788391	49.2119247889101
Montreal	3256300	45.52	-73.57	45.514376072364	-73.4724751513534	473	713	3712.92998717399	2016-11-26 00:18:41	-73.4528700987411	45.5133154644988
Vancouver	1836500	49.28	-123.13	49.2767817763524	-123.143129204745	280	969	4425.88255134178	2016-11-26 00:18:42	-123.13342137924	49.2766419800216
White rock	66400	49.03	-122.83	49.0278914664836	-122.852052949091	858	318	1956.267265731	2016-11-26 00:18:43	-73.4987863448011	45.5256490543811
Montreal	3256300	45.52	-73.57	45.522893374823	-73.7778462087509	660	277	4364.11488729063	2016-11-26 00:18:44	-73.3714222147645	45.5184573450336
Oshawa	244700	43.89	-78.86	43.8827622878384	-78.8588859705737	638	387	1995.47562800581	2016-11-26 00:18:45	-123.390377175606	48.4335246192534
Toronto	4551800	43.65	-79.38	43.6498953934874	-79.3748840052182	399	894	2354.58264133194	2016-11-26 00:18:46	-97.1726699734355	49.8763212374714
Toronto	4551800	43.65	-79.38	43.6459914896579	-79.3811650562409	869	51	4636.68200401589	2016-11-26 00:18:47	-72.7491385910623	46.5663844408664
Alma	29100	48.55	-71.66	48.5444921658792	-71.6575631273781	896	123	2745.674863155	2016-11-26 00:18:48	-97.1621126064383	49.8819788141538
Courtenay	32800	49.69	-125	49.6850567860494	-124.993941716775	786	287	1790.29233481269	2016-11-26 00:18:49	-79.3787257852046	43.6471825424751
Kanata	79300	45.34	-75.88	45.3434717708817	-75.8590968369801	301	132	2399.80484992266	2016-11-26 00:18:50	-79.3774016153059	43.6558716536649
Toronto	4551800	43.65	-79.38	43.6455963505369	-79.3860962219761	409	415	2623.46996227279	2016-11-26 00:18:51	-78.340228708295	44.298261715258
Toronto	4551800	43.65	-79.38	43.6474619913869	-79.3816827487237	798	519	4208.56651522918	2016-11-26 00:18:52	-82.387251715671	42.9898532885666
Vancouver	1836500	49.28	-123.13	49.2790342785336	-123.117168144689	285	19	4194.58876245189	2016-11-26 00:18:53	-79.3808777926035	43.6497997698923
Woodstock	33900	43.13	-80.76	43.123537117366	-80.7572727637494	42	418	431.31445904728	2016-11-26 00:18:54	-73.7154952115213	45.517630250294
Montreal	3256300	45.52	-73.57	45.518619161767	-73.3444654004912	370	447	413.700259907637	2016-11-26 00:18:55	-75.6757420828081	45.4151754532185
Gatineau	235000	45.42	-75.71	45.4155501213527	-75.751636609838	51	449	2427.65634821262	2016-11-26 00:18:56	-79.3811650562409	43.6459914896579
Ottawa	863000	45.42	-75.71	45.4158183223895	-75.7216596709065	719	451	992.902146407869	2016-11-26 00:18:57	-73.4830626557489	45.5128795304624
Montreal	3256300	45.52	-73.57	45.5214856855985	-73.6782622277556	377	113	479.501974175218	2016-11-26 00:18:58	-97.1629976469475	49.8742276471612
Toronto	4551800	43.65	-79.38	43.6458297118439	-79.3801766222559	361	462	3289.15781589458	2016-11-26 00:18:59	-79.3820128882339	43.6497794583964
Montreal	3256300	45.52	-73.57	45.5130752745299	-73.4211785451787	155	162	2680.58332543587	2016-11-26 00:19:00	-119.463442011425	49.8894140462653
Toronto	4551800	43.65	-79.38	43.6432890791561	-79.385649271518	580	806	1838.94886687631	2016-11-26 00:19:01	-110.686661054187	50.0375372102169
Kitchener	403800	43.46	-80.5	43.4669875096526	-80.5026885913665	279	396	1469.40830701496	2016-11-26 00:19:02	-73.3244735761422	45.5164543533672
Winnipeg	637900	49.88	-97.17	49.8755433303913	-97.1643099899589	826	689	4020.51185878227	2016-11-26 00:19:03	-79.3715997919538	43.6522631649919
Calgary	938300	51.05	-114.06	51.0443861829334	-114.066517517906	297	114	864.515927736647	2016-11-26 00:19:04	-73.5139577927667	45.5142854415162
Oshawa	244700	43.89	-78.86	43.8946021942632	-78.8628355526687	92	312	1083.3264349727	2016-11-26 00:19:05	-123.13566297828	49.2857444882712
Joliette	34600	46.03	-73.45	46.021997138381	-73.4429070542947	251	619	427.536147716455	2016-11-26 00:19:06	-123.138159009598	49.2778873511651
Toronto	4551800	43.65	-79.38	43.6500291667449	-79.3756386527061	805	255	1016.10132382484	2016-11-26 00:19:07	-79.376767215475	43.6509591439387
Grande prairie	39600	55.18	-118.8	55.1805865726836	-118.822278309247	711	315	4526.56407635659	2016-11-26 00:19:08	-73.6709373124872	45.527566777899
Montreal	3256300	45.52	-73.57	45.5162812719995	-73.3366052816414	751	489	1489.13179155206	2016-11-26 00:19:09	-113.54326489116	53.5777688501708
Vancouver	1836500	49.28	-123.13	49.2848105502655	-123.12946346863	524	48	3605.06482454948	2016-11-26 00:19:10	-79.3731506997144	43.6517417763168
Vancouver	1836500	49.28	-123.13	49.277011966001	-123.137062424736	217	445	1053.29894160386	2016-11-26 00:19:11	-106.63861066987	52.1532116872201
Montreal	3256300	45.52	-73.57	45.5134506115448	-73.4441256242923	80	310	3967.92540939059	2016-11-26 00:19:12	-79.3794860961186	43.6479793175186
Vancouver	1836500	49.28	-123.13	49.2751178515384	-123.127598215544	842	989	300.250760954805	2016-11-26 00:19:13	-82.4012489138725	42.9982418290656
Montreal	3256300	45.52	-73.57	45.51947791579	-73.7410188229638	472	514	353.10010171961	2016-11-26 00:19:14	-114.056544113733	51.0575482839616
Winnipeg	637900	49.88	-97.17	49.8849725507084	-97.1727733934249	872	773	3821.12350844545	2016-11-26 00:19:15	-75.8489395597086	45.3343526390851
Abbotsford	139900	49.06	-122.3	49.0570691968297	-122.290378822743	214	824	1644.0534346737	2016-11-26 00:19:16	-73.4245998947499	45.5127530092658
Toronto	4551800	43.65	-79.38	43.6469644569897	-79.3775788387258	513	94	2278.60064151464	2016-11-26 00:19:17	-122.277661036168	49.0625138931046
Montreal	3256300	45.52	-73.57	45.5150964901046	-73.5909890718231	679	717	2590.83778557833	2016-11-26 00:19:18	-79.3783015418336	43.6524277907223
Gatineau	235000	45.42	-75.71	45.425063878616	-75.7065774914646	108	958	3513.11341420515	2016-11-26 00:19:19	-122.305141960589	49.0553001880825
Bowmanville-newcastle	33900	43.9	-78.68	43.9070372788696	-78.6792303566941	236	732	2748.70505264262	2016-11-26 00:19:20	-75.7622370954985	45.4158849981482
Sorel	37000	46.05	-73.14	46.042252946396	-73.1450693427791	181	748	3445.33486925066	2016-11-26 00:19:21	-80.2597676417205	43.5651240403951
Drummondville	59300	45.89	-72.49	45.8948982751159	-72.5115413087998	839	925	429.728458903264	2016-11-26 00:19:22	-97.1708536241589	49.8841857368454
Kitchener	403800	43.46	-80.5	43.4669875096526	-80.5026885913665	189	396	1462.5921512139	2016-11-26 00:19:23	-73.5965826225249	45.5119770390737
Calgary	938300	51.05	-114.06	51.0465305157228	-114.057361690422	442	91	4767.25771483034	2016-11-26 00:19:24	-79.3794581659652	43.6477578746127
Toronto	4551800	43.65	-79.38	43.6482090590323	-79.3884700824482	356	650	2108.00830275984	2016-11-26 00:19:25	-83.0583472353836	42.2940388558459
Toronto	4551800	43.65	-79.38	43.6554587868929	-79.3864653263665	521	983	3231.34065418271	2016-11-26 00:19:26	-79.3830213661765	43.6499517842202
Toronto	4551800	43.65	-79.38	43.6455963505369	-79.3860962219761	887	415	3875.68364216713	2016-11-26 00:19:27	-73.4389634653409	46.0278207438178
Toronto	4551800	43.65	-79.38	43.64386969866	-79.3803817353514	546	374	1454.59318419453	2016-11-26 00:19:28	-73.5667561699048	45.519842201165
Toronto	4551800	43.65	-79.38	43.646265296884	-79.3730338301631	318	121	574.608470546082	2016-11-26 00:19:29	-122.852052949091	49.0278914664836
Toronto	4551800	43.65	-79.38	43.6493347139728	-79.3736092267515	944	745	754.328628093936	2016-11-26 00:19:30	-79.3735219711264	43.6498536343122
Toronto	4551800	43.65	-79.38	43.6491090669098	-79.3731374057186	598	766	2798.88020440703	2016-11-26 00:19:31	-79.3860094637551	43.6462793201247
Ottawa	863000	45.42	-75.71	45.4199508911189	-75.7658742175999	455	577	4415.19272539299	2016-11-26 00:19:32	-113.817201321485	52.2717813958649
Toronto	4551800	43.65	-79.38	43.6438486458065	-79.3827923876275	864	905	1966.03154988261	2016-11-26 00:19:33	-73.5344952124385	45.5137707540679
Chilliwack	51900	49.17	-121.96	49.1658576663749	-121.970235523963	492	407	3274.85692765331	2016-11-26 00:19:34	-113.535253782238	53.5684878294931
Victoria	289400	48.43	-123.37	48.4319901063846	-123.34017396438	32	172	3365.25180411991	2016-11-26 00:19:35	-73.6361441931079	45.52259819062
Montreal	3256300	45.52	-73.57	45.5265219130795	-73.67392129513	122	609	3583.21591599379	2016-11-26 00:19:36	-73.4321793355483	45.5242610167498
Gatineau	235000	45.42	-75.71	45.4155501213527	-75.751636609838	434	449	237.137229484506	2016-11-26 00:19:37	-80.4920579562795	43.4624957329341
Windsor	274400	42.3	-83.03	42.305513485147	-83.0294505475158	892	761	3056.74443681492	2016-11-26 00:19:38	-71.2302857303606	46.8281108411609
North cowichan	25500	48.82	-123.73	48.8220899887033	-123.720620725244	530	500	621.758213441353	2016-11-26 00:19:39	-123.125244829914	49.2866952735909
Montreal	3256300	45.52	-73.57	45.5222433783059	-73.5202919654195	367	536	4021.05230032466	2016-11-26 00:19:40	-79.3738347298881	43.6550153768013
Prince albert	34200	53.2	-105.75	53.2044868442641	-105.755345820004	527	923	1136.4399752114	2016-11-26 00:19:41	-78.8630681654151	43.8934199518945
Airdrie	22500	51.3	-114.02	51.2981030691276	-114.009179826101	266	258	3388.44969302882	2016-11-26 00:19:42	-114.067589740582	51.0547761456854
Vancouver	1836500	49.28	-123.13	49.2820765248303	-123.129251514845	495	582	330.365640064701	2016-11-26 00:19:43	-73.7477613913589	45.5192911033739
Toronto	4551800	43.65	-79.38	43.6537397212174	-79.385781910023	130	862	245.382566621993	2016-11-26 00:19:44	-77.3828878482137	44.1782829697006
Kanata	79300	45.34	-75.88	45.3343526390851	-75.8489395597086	124	872	408.636193862185	2016-11-26 00:19:45	-79.3773383367739	43.6418093648087
Montreal	3256300	45.52	-73.57	45.514376072364	-73.4724751513534	641	713	1771.26604723744	2016-11-26 00:19:46	-97.1734412354673	49.8864488336696
Kanata	79300	45.34	-75.88	45.3434717708817	-75.8590968369801	631	132	1903.54368127882	2016-11-26 00:19:47	-75.647050846231	45.4183954523633
Winnipeg	637900	49.88	-97.17	49.8849725507084	-97.1727733934249	227	773	1097.2445429652	2016-11-26 00:19:48	-114.053555696975	51.0510846837985
Gatineau	235000	45.42	-75.71	45.425063878616	-75.7065774914646	316	958	908.394991140813	2016-11-26 00:19:49	-80.2608622829364	43.5639289273641
Toronto	4551800	43.65	-79.38	43.6531238851264	-79.3853501634865	971	16	2622.49401537701	2016-11-26 00:19:50	-73.553904920256	45.5221415656158
Toronto	4551800	43.65	-79.38	43.6468717065797	-79.3771378952508	972	354	3620.99618951324	2016-11-26 00:19:51	-75.6936887375613	45.4168084974826
Montreal	3256300	45.52	-73.57	45.5131007749296	-73.6708689162823	491	758	3640.35740735708	2016-11-26 00:19:52	-80.2603101314649	43.5575839600406
Toronto	4551800	43.65	-79.38	43.6493347139728	-79.3736092267515	953	745	1308.08625017526	2016-11-26 00:19:53	-79.3735433381426	43.6515874093872
Prince albert	34200	53.2	-105.75	53.2044868442641	-105.755345820004	215	923	501.237223180942	2016-11-26 00:19:54	-79.3788055109504	43.6451044198841
Toronto	4551800	43.65	-79.38	43.6468717065797	-79.3771378952508	425	354	2257.4666232802	2016-11-26 00:19:55	-79.3735481655978	43.6509501029985
Montreal	3256300	45.52	-73.57	45.5163717226289	-73.6431899899118	570	882	1295.54876704933	2016-11-26 00:19:56	-123.140927961907	49.279853894814
Winnipeg	637900	49.88	-97.17	49.8733628164898	-97.1763883063918	800	353	1555.91198363109	2016-11-26 00:19:57	-66.6596647421549	45.9684456913532
Toronto	4551800	43.65	-79.38	43.6554587868929	-79.3864653263665	922	983	2891.8386033969	2016-11-26 00:19:58	-71.2361271588036	46.8219857046627
Sudbury	108300	46.49	-81.01	46.4879331850644	-81.0108854635042	80	541	4390.58313413989	2016-11-26 00:19:59	-79.3794860961186	43.6479793175186
Vancouver	1836500	49.28	-123.13	49.2846428049258	-123.134889322743	320	750	3457.04221203923	2016-11-26 00:20:00	-105.543158954404	50.3881170230828
Toronto	4551800	43.65	-79.38	43.6559635330859	-79.3773093297485	114	901	2916.00026867818	2016-11-26 00:20:01	-114.066517517906	51.0443861829334
Montreal	3256300	45.52	-73.57	45.5255707040147	-73.5794469026478	789	444	4505.51980305463	2016-11-26 00:20:02	-79.2323313988245	43.1837941756926
Winnipeg	637900	49.88	-97.17	49.8849725507084	-97.1727733934249	274	773	2908.60930689378	2016-11-26 00:20:03	-73.7396882893347	45.5266157806382
Toronto	4551800	43.65	-79.38	43.6477578746127	-79.3794581659652	76	442	2499.75049046334	2016-11-26 00:20:04	-79.3827696194813	43.6458096271866
Beloeil	42900	45.55	-73.23	45.5465893495956	-72.7243870415898	630	653	3514.25079687033	2016-11-26 00:20:05	-97.164638561538	49.8728797579873
Lethbridge	70100	49.69	-112.83	49.6950347198312	-112.823165347374	629	612	2748.10211269651	2016-11-26 00:20:06	-73.6188286983344	45.5185079612126
Rimouski	37300	48.44	-68.54	48.4362123898048	-68.5370046389902	276	302	3072.25681422278	2016-11-26 00:20:07	-79.3855914567466	43.6444449403305
Montreal	3256300	45.52	-73.57	45.525183301288	-73.7824484843134	807	169	2562.8261861275	2016-11-26 00:20:08	-79.3783166810501	43.6586630121375
Toronto	4551800	43.65	-79.38	43.6498693650771	-79.3853338280889	912	772	2775.68892630516	2016-11-26 00:20:09	-97.1671933067241	49.8862481079762
Victoria	289400	48.43	-123.37	48.4365018237435	-123.389270187446	802	99	2805.15275732614	2016-11-26 00:20:10	-79.8533037982624	43.2671664663612
Granby	53800	45.41	-72.73	45.4023001610543	-72.7193870317565	165	77	3371.94458930753	2016-11-26 00:20:11	-63.2416032132794	45.3559129170811
Montreal	3256300	45.52	-73.57	45.525574700001	-73.7105300863068	231	186	2470.25796190137	2016-11-26 00:20:12	-123.117847322029	49.2815285245565
Montreal	3256300	45.52	-73.57	45.5163717226289	-73.6431899899118	750	882	4737.307294528	2016-11-26 00:20:13	-123.134889322743	49.2846428049258
Vancouver	1836500	49.28	-123.13	49.2798924964529	-123.114775501678	939	926	4842.17984530842	2016-11-26 00:20:14	-79.8537818552588	43.2664438145881
Drummondville	59300	45.89	-72.49	45.8948982751159	-72.5115413087998	941	925	425.757511006668	2016-11-26 00:20:15	-123.138556131681	49.2823109010397
Charlottetown	39900	46.24	-63.14	46.2335272031658	-63.145172569421	160	233	1738.66282278905	2016-11-26 00:20:16	-79.6792773845807	44.3742024336484
Grande prairie	39600	55.18	-118.8	55.177246295866	-118.769253007336	171	696	822.883456514683	2016-11-26 00:20:17	-97.1771329178842	49.8821765869507
Montreal	3256300	45.52	-73.57	45.5149932989243	-73.5775211020605	416	141	4429.01067205239	2016-11-26 00:20:18	-52.6936829782948	47.5879720390422
Kamloops	68500	50.68	-120.34	50.6813049949277	-120.331211026724	404	210	2072.21896436531	2016-11-26 00:20:19	-114.071256510649	51.0495551124156
Calgary	938300	51.05	-114.06	51.0512854682259	-114.059832117187	895	982	4109.79829445714	2016-11-26 00:20:20	-73.6708254368953	45.5251021229308
Quebec	643200	46.82	-71.23	46.8129663266241	-71.2283972733494	238	448	1240.95399804646	2016-11-26 00:20:21	-75.8682018467427	45.3358798467216
Montreal	3256300	45.52	-73.57	45.5144323804827	-73.5337288650405	244	270	2203.34454426775	2016-11-26 00:20:22	-73.4407611108816	45.5214233125262
Montreal	3256300	45.52	-73.57	45.5192090099201	-73.7686968426025	627	73	4280.86792172398	2016-11-26 00:20:23	-114.052595358838	51.0567355715414
Calgary	938300	51.05	-114.06	51.0512854682259	-114.059832117187	707	982	1867.24972832017	2016-11-26 00:20:24	-73.6811507117903	45.5211011528472
Kamloops	68500	50.68	-120.34	50.6813049949277	-120.331211026724	462	210	2925.17033624463	2016-11-26 00:20:25	-79.3801766222559	43.6458297118439
Ottawa	863000	45.42	-75.71	45.4181261816582	-75.6721481061433	741	554	1025.204497308	2016-11-26 00:20:26	-73.2575355751545	45.3064130469382
Toronto	4551800	43.65	-79.38	43.6438486458065	-79.3827923876275	453	905	4949.66285695555	2016-11-26 00:20:27	-73.4295054275935	45.5194253824869
