City.From	Latitude.Point.From	Longitude.Point.From	To	From	Value	Time	Longitude.Point.To	Latitude.Point.To	City.To
Sarnia	43.0031792207479	-82.8979327287158	638	429	1245.96120838542	2016-11-26 00:17:35	-123.404195507818	48.9548602645789	Vancouver
Vancouver	49.1515484554747	-122.913676239202	203	794	2133.94144650083	2016-11-26 00:17:36	-78.7314018011714	43.6051529922214	Oshawa
Magog	45.1151178520106	-72.7685278844977	96	239	238.634157762863	2016-11-26 00:17:37	-79.7371075247681	43.2331368317302	Hamilton
Georgina	44.5992798723137	-79.2437652302948	811	960	4593.24109443696	2016-11-26 00:17:38	-52.93292662128	47.8727707873214	Saint john's
Kelowna	49.870569983505	-119.0624502847	809	673	4027.1930566174	2016-11-26 00:17:39	-70.1844072842609	45.1548630423291	Granby
Montreal	45.2642122943081	-79.7784332503632	148	274	2039.89755092189	2016-11-26 00:17:40	-72.058632072751	48.1631913779563	Chicoutimi-jonquiere
Toronto	43.375596686644	-79.6759051403735	708	70	1469.46923339274	2016-11-26 00:17:41	-79.3102475504575	43.6128741362538	Toronto
Halifax	44.8504790344398	-63.1762003334956	26	122	2572.20562127186	2016-11-26 00:17:42	-97.3956125905665	49.8813980556146	Winnipeg
Ottawa	44.9985423609398	-75.853499659563	815	697	3169.6040895069	2016-11-26 00:17:43	-122.78816705548	49.3478318515406	Vancouver
Beloeil	45.8129710209583	-58.4422215337329	816	371	132.860828051344	2016-11-26 00:17:44	-79.6801787895048	43.3751066268481	Toronto
Toronto	44.0187372123288	-79.3598447461535	884	573	4539.93666253518	2016-11-26 00:17:45	-75.0945305365518	44.6623579038758	Cornwall
Rouyn-noranda	48.3849041093856	-78.5265671747195	454	629	4242.00065219775	2016-11-26 00:17:46	-63.0556752961837	45.3755228832758	Montreal
Ottawa	45.3039878606909	-74.7204678987721	814	905	928.740640671458	2016-11-26 00:17:47	-79.168146416706	44.0329416859985	Oshawa
Saint john	45.6179073648609	-65.4675538989604	739	231	4620.19642845262	2016-11-26 00:17:48	-70.0922039170667	45.7218851404427	Sherbrooke
Montreal	45.3103325237949	-75.9576233153553	262	678	2434.08383212518	2016-11-26 00:17:49	-105.873812621781	51.7905250234932	Saskatoon
Oshawa	43.478377639558	-78.9212460374082	323	644	4344.30205428507	2016-11-26 00:17:50	-113.886266931126	53.7129801058529	Edmonton
Calgary	50.9143497914119	-113.991801087338	129	313	1650.86938187014	2016-11-26 00:17:51	-112.339122864957	49.5561939657186	Lethbridge
Calgary	51.0454421765104	-114.605682254221	864	878	1209.21360953944	2016-11-26 00:17:52	-79.4388676435997	43.9431868343127	Toronto
Montreal	45.4989554710828	-80.6733108841701	136	737	3433.42946387129	2016-11-26 00:17:53	-79.485927207237	43.6256412634813	Toronto
Toronto	43.2529213932035	-79.2100291669431	8	229	3611.00180179346	2016-11-26 00:17:54	-83.7962131499049	45.2579782218067	Montreal
Vancouver	48.8549154257279	-122.931736713205	855	654	2561.11663557822	2016-11-26 00:17:55	-79.3246697509199	44.772291371524	Midland
Calgary	50.8548808139956	-114.544307339724	272	459	4949.07292310381	2016-11-26 00:17:56	-71.5097709058441	46.4886356592584	Quebec
Winnipeg	49.8756277371649	-97.3598467784754	705	661	4863.18622172112	2016-11-26 00:17:57	-73.2046279375876	48.2138424770106	Alma
Hamilton	43.5363451499277	-79.6490936593539	625	430	4172.06181628862	2016-11-26 00:17:58	-79.5027192479639	43.9543531319065	Toronto
Quebec	47.0050152806741	-71.4226355044427	529	925	743.144156807102	2016-11-26 00:17:59	-79.4916060892373	43.6047609491904	Toronto
Toronto	43.3998158473045	-79.1120622501155	160	20	4056.04057279415	2016-11-26 00:18:00	-120.033325709121	50.6213534603582	Kamloops
Toronto	43.6203489095525	-79.7713615854559	939	95	1790.04865350435	2016-11-26 00:18:01	-114.098531706589	50.6191590420868	Calgary
Montreal	45.4667856053092	-79.237637675416	511	253	2383.55416315608	2016-11-26 00:18:02	-79.5163410327404	44.0776877946086	Toronto
Midland	44.772291371524	-79.3246697509199	447	855	3046.12339622108	2016-11-26 00:18:03	-72.804885708502	46.4524066948277	Trois-rivieres
Toronto	43.2712669780752	-79.372349144045	990	965	4634.54577404773	2016-11-26 00:18:04	-114.371267001793	50.7700454605858	Calgary
Calgary	51.2057329616447	-114.377734621899	889	934	4231.95751899621	2016-11-26 00:18:05	-71.2303135773601	47.1852661436541	Quebec
Montreal	45.3617614567768	-73.2636789432783	974	967	2579.46891357424	2016-11-26 00:18:06	-124.127021667	49.1145422051692	Nanaimo
Ottawa	45.3084140820952	-77.0490813788919	619	269	367.115020693745	2016-11-26 00:18:07	-123.939146923791	48.583580884069	Victoria
Toronto	44.0042853929756	-79.2292338200807	688	472	178.450104699004	2016-11-26 00:18:08	-105.277119120132	50.0827693751063	Moose jaw
Toronto	43.4199922945055	-79.268922478038	258	648	3882.54887191579	2016-11-26 00:18:09	-79.5369603283584	43.7333833390357	Toronto
Montreal	45.7432547958126	-82.0527910598024	124	444	1709.43886172026	2016-11-26 00:18:10	-74.0812721372358	45.4772544465945	Granby
Victoria	48.1827172738195	-123.031945859767	918	348	2964.23019393114	2016-11-26 00:18:11	-79.2804367311756	44.0825976728413	Toronto
Oshawa	43.6051529922214	-78.7314018011714	68	203	1670.19131404813	2016-11-26 00:18:12	-77.1650156994434	45.8386483970516	Montreal
Toronto	43.7787715728354	-79.222294330713	132	466	2968.69621590013	2016-11-26 00:18:13	-64.6670991020617	45.9902289089439	Moncton
Toronto	43.925435653253	-79.3246885385201	57	633	4044.58101079799	2016-11-26 00:18:14	-122.967161146402	48.8737094673234	Vancouver
Toronto	43.8626004989736	-79.1024918037095	255	207	2329.65050931089	2016-11-26 00:18:15	-123.589276651476	49.0633705298411	Vancouver
Montreal	45.4667856053092	-79.237637675416	771	253	4162.83724874957	2016-11-26 00:18:16	-71.0786550738082	45.772868744667	Montreal
Ottawa	45.6494552412936	-74.8873213842141	367	408	1064.4562332076	2016-11-26 00:18:17	-73.4405188905003	45.3848699169003	Montreal
Toronto	43.7647841672508	-79.7158820258808	713	380	172.175041609444	2016-11-26 00:18:18	-60.1992707661891	45.5707855895935	Montreal
New glasgow	45.6035325350481	-56.4990472500043	832	591	2463.43220683048	2016-11-26 00:18:19	-113.991516817143	53.5919102826476	Edmonton
Thunder bay	48.3439903041892	-90.0285292866122	817	494	1046.44719969947	2016-11-26 00:18:20	-105.608660167373	52.0278455545674	Saskatoon
Halifax	44.7742220798892	-63.5588013267303	60	844	2053.99221333209	2016-11-26 00:18:21	-79.0676064193153	43.6578307680384	Toronto
Kitchener	43.5849506218066	-80.0116813896732	124	594	2384.51370289549	2016-11-26 00:18:22	-74.0812721372358	45.4772544465945	Granby
Ottawa	45.655057516864	-78.5321941637302	202	863	3091.58455390716	2016-11-26 00:18:23	-82.5717595093909	42.5815786623792	Windsor
Toronto	44.0674324943061	-79.442752723641	459	145	1436.46121456986	2016-11-26 00:18:24	-114.544307339724	50.8548808139956	Calgary
Saint catharines-niagara	43.3227208454153	-79.1891731102414	182	452	3190.98454355262	2016-11-26 00:18:25	-112.666100611636	49.6272656516936	Lethbridge
Toronto	43.6582043347769	-79.4086942248457	27	379	4990.83554747049	2016-11-26 00:18:26	-79.6851527006837	43.0016756642202	Hamilton
Kelowna	49.870569983505	-119.0624502847	700	673	2896.07673923019	2016-11-26 00:18:27	-123.167192393746	48.2343205018046	Victoria
Airdrie	51.0312600604575	-114.560259791621	905	316	2446.35158141609	2016-11-26 00:18:28	-74.7204678987721	45.3039878606909	Ottawa
Ottawa	45.5251395009855	-78.1703478970411	8	166	1114.8289243225	2016-11-26 00:18:29	-83.7962131499049	45.2579782218067	Montreal
Montreal	45.7767047472208	-74.9670253262871	596	628	2207.7318819589	2016-11-26 00:18:30	-123.687966812271	49.5570063616965	Vancouver
Gatineau	45.333965021533	-77.8504552949939	864	335	2722.67479135189	2016-11-26 00:18:31	-79.4388676435997	43.9431868343127	Toronto
Vancouver	49.1515484554747	-122.913676239202	198	794	228.396357269958	2016-11-26 00:18:32	-79.7451365279269	43.4347448975113	Toronto
Toronto	43.5465516136709	-79.2624241038782	44	18	2148.26797236456	2016-11-26 00:18:33	-113.721105130805	51.3767181340416	Calgary
Montreal	45.7432547958126	-82.0527910598024	481	444	4023.40434386861	2016-11-26 00:18:34	-70.2872840509603	45.7806931503681	Montreal
Edmonton	53.3263605118494	-113.202212450123	744	972	3383.77210794715	2016-11-26 00:18:35	-79.1144605133927	43.5438437143736	Toronto
Montreal	45.3126926099079	-75.2704307231204	831	276	1209.56421281444	2016-11-26 00:18:36	-71.2189240405781	47.2181654996138	Quebec
Hamilton	42.9543519796517	-80.1136173572417	761	572	3067.91073990753	2016-11-26 00:18:37	-79.3612351199095	43.9741459309097	Toronto
Winnipeg	49.7574522512909	-97.2553227529065	774	516	2448.97282979218	2016-11-26 00:18:38	-71.4914294156167	46.6754917493168	Quebec
Brantford	43.3933549055374	-80.6349956444195	136	883	732.426659052726	2016-11-26 00:18:39	-79.485927207237	43.6256412634813	Toronto
Toronto	43.5948498187318	-79.5852034071343	490	264	544.795872201212	2016-11-26 00:18:40	-79.8043757249793	42.8288860317969	Hamilton
Montreal	45.6453305554434	-75.8475125122776	819	482	3737.63530489523	2016-11-26 00:18:41	-107.082519844056	51.8141389232749	Saskatoon
Lethbridge	49.5570676658373	-112.68743196439	563	588	2228.24613127159	2016-11-26 00:18:42	-79.4186600239383	43.57825568181	Toronto
Chicoutimi-jonquiere	48.1631913779563	-72.058632072751	403	148	334.892204625066	2016-11-26 00:18:43	-113.504237105307	53.2738582756831	Edmonton
Calgary	50.9714978445431	-114.145345671534	384	211	4573.73187795747	2016-11-26 00:18:44	-68.5158623329338	45.6696524308707	Montreal
Montreal	45.0783834542951	-73.1734598643207	17	453	1134.63967128191	2016-11-26 00:18:45	-123.114703576452	49.3737512132356	Vancouver
Montreal	45.3617614567768	-73.2636789432783	290	967	2687.60685612215	2016-11-26 00:18:46	-82.2525154179284	45.5645933495121	Montreal
Toronto	43.8268586224804	-79.2282373896828	474	91	2089.75915496703	2016-11-26 00:18:47	-105.844113004945	50.0915550640699	Moose jaw
Hamilton	43.2521000378445	-80.3807637178612	58	727	3554.85418118769	2016-11-26 00:18:48	-75.1553684655516	45.710160868498	Ottawa
Montreal	45.3617614567768	-73.2636789432783	940	967	4592.35872227	2016-11-26 00:18:49	-123.651501305771	49.1721398358105	Vancouver
Toronto	43.6404491130208	-79.451825465469	759	104	225.075432879385	2016-11-26 00:18:50	-78.6581154943247	45.580895654652	Ottawa
Georgina	44.5992798723137	-79.2437652302948	924	960	1434.74183424842	2016-11-26 00:18:51	-113.782762139069	50.8911679881894	Calgary
Toronto	43.9543531319065	-79.5027192479639	689	625	1203.83457127027	2016-11-26 00:18:52	-104.358207016782	50.2178843336199	Regina
Vancouver	49.5168138831662	-123.032527984799	45	363	4876.82573652128	2016-11-26 00:18:53	-78.487864485611	43.9685241552052	Oshawa
Calgary	51.2057329616447	-114.377734621899	541	934	3687.05434569856	2016-11-26 00:18:54	-79.337542612614	43.3807836200405	Toronto
Saint catharines-niagara	42.9481050598961	-79.1895828255354	484	741	4140.19346671412	2016-11-26 00:18:55	-113.794750259817	51.4423910295582	Calgary
Calgary	51.1297292422747	-114.217061618002	46	868	1984.04767710017	2016-11-26 00:18:56	-122.958995959171	49.4391574811231	Vancouver
Toronto	43.4030553373998	-79.7555415994438	890	432	4225.7936087437	2016-11-26 00:18:57	-113.490774324061	51.0566871676005	Calgary
Vancouver	49.38267860016	-122.381030616054	510	874	1626.05025361991	2016-11-26 00:18:58	-75.1561753712708	45.3881841647477	Ottawa
Midland	45.118848201035	-79.6289931839307	722	94	1220.8034814219	2016-11-26 00:18:59	-123.681582466088	49.3145423679115	Vancouver
Vancouver	49.0613075473089	-123.307805763208	568	250	1195.03339733928	2016-11-26 00:19:00	-79.1659132132514	43.6073387112631	Toronto
Ottawa	45.7382009228811	-75.5909032440734	88	922	1874.80987421004	2016-11-26 00:19:01	-114.105001374923	51.4858618664015	Calgary
Calgary	51.3767181340416	-113.721105130805	9	44	3202.22629812779	2016-11-26 00:19:02	-64.1166086987317	45.6789592596301	Montreal
Toronto	43.5438437143736	-79.1144605133927	120	744	350.083650171291	2016-11-26 00:19:03	-68.3934461836933	45.4918808253186	New glasgow
Toronto	43.6047609491904	-79.4916060892373	553	529	443.759380502161	2016-11-26 00:19:04	-79.2128860297131	43.7430101586333	Toronto
Toronto	43.5415081396918	-79.7889078174869	760	486	4997.46771054342	2016-11-26 00:19:05	-79.6876619175097	43.7047139184035	Toronto
Toronto	43.7047139184035	-79.6876619175097	39	760	300.361284520477	2016-11-26 00:19:06	-79.0355771027353	43.6463847406845	Toronto
Spruce grove	53.2625893072628	-113.800005156518	466	16	1776.43698799657	2016-11-26 00:19:07	-79.222294330713	43.7787715728354	Toronto
Montreal	45.4989554710828	-80.6733108841701	993	737	3618.15597774694	2016-11-26 00:19:08	-79.0916495767456	43.5527761943261	Toronto
Toronto	43.8270631103782	-78.9924893336937	645	1000	4226.87071043765	2016-11-26 00:19:09	-120.342388714043	50.7480583545952	Kamloops
Toronto	43.5527761943261	-79.0916495767456	341	993	3803.52304263506	2016-11-26 00:19:10	-119.971428134428	49.9523788893776	Central okanagan
Guelph	43.7973501264997	-80.4462349521262	31	405	3541.79308780003	2016-11-26 00:19:11	-72.640995636485	45.8057324988799	Montreal
Montreal	45.2662953493358	-62.6933772691019	534	848	1156.17306939093	2016-11-26 00:19:12	-79.616636077127	43.5139674965956	Toronto
Ottawa	45.1787763726322	-74.8220191538319	233	347	332.622403162532	2016-11-26 00:19:13	-114.021174517611	50.9270537810195	Calgary
Montreal	45.4933570333202	-73.9066091207018	470	773	2128.24862540001	2016-11-26 00:19:14	-78.7843056101417	45.5369472613221	Montreal
Saint-georges	45.8824380608341	-70.4063366720387	469	642	2696.66626297403	2016-11-26 00:19:15	-73.2193899119434	48.7203709431227	Alma
Toronto	43.2110498118919	-79.4314954056147	427	190	2390.3802271001	2016-11-26 00:19:16	-70.2037582884442	45.9372352104695	Montreal
Hamilton	43.5363451499277	-79.6490936593539	767	430	3794.15782372234	2016-11-26 00:19:17	-76.1490667656965	45.7117565529984	Montreal
Vancouver	49.38267860016	-122.381030616054	50	874	4928.45443141414	2016-11-26 00:19:18	-113.325580478355	53.6448778628087	Edmonton
New glasgow	45.6035325350481	-56.4990472500043	236	591	3687.34609365929	2016-11-26 00:19:19	-82.6475222274922	45.8037761720705	Montreal
Vancouver	49.4792797529598	-122.929774058464	209	361	3608.31489367411	2016-11-26 00:19:20	-69.5369619257328	45.8581803463511	Montreal
Toronto	43.5929379738047	-79.7615493251906	239	300	1791.95006843656	2016-11-26 00:19:21	-72.7685278844977	45.1151178520106	Magog
Toronto	43.7333833390357	-79.5369603283584	132	258	3738.95731071243	2016-11-26 00:19:22	-64.6670991020617	45.9902289089439	Moncton
Chicoutimi-jonquiere	48.3918663148895	-71.939450805853	7	197	4387.72231661715	2016-11-26 00:19:23	-71.1011639773029	47.0370690514355	Quebec
Ottawa	45.7316474484471	-74.224337092117	976	366	3882.66175352037	2016-11-26 00:19:24	-79.436728073356	44.092844573474	Toronto
Leamington	42.1683075744238	-81.599297881747	901	521	2063.65583941806	2016-11-26 00:19:25	-79.423844619881	46.064743874327	North bay
Toronto	43.925435653253	-79.3246885385201	389	633	1185.69384947186	2016-11-26 00:19:26	-68.1952335076712	45.7579945970093	Montreal
New glasgow	45.6212226031881	-74.572628256655	87	349	2788.51348856697	2016-11-26 00:19:27	-121.769151557142	48.5314342346206	North cowichan
Toronto	43.2593044212904	-79.5901308217318	736	583	1233.28768162755	2016-11-26 00:19:28	-79.2880612801265	43.9548717779477	Toronto
Montreal	45.2702918641245	-67.6988838148321	211	601	4655.82440829603	2016-11-26 00:19:29	-114.145345671534	50.9714978445431	Calgary
Quebec	47.1551094855679	-71.3104272676223	500	146	1489.03964593774	2016-11-26 00:19:30	-81.7634477806012	45.3514183428726	Montreal
Vancouver	49.6203604542144	-122.877402511396	154	544	2670.73176733684	2016-11-26 00:19:31	-79.5992570860189	43.4005358476547	Toronto
Toronto	43.8626004989736	-79.1024918037095	21	207	2682.67752330285	2016-11-26 00:19:32	-123.0719573016	48.940931505132	Vancouver
Halifax	44.7742220798892	-63.5588013267303	850	844	3126.93006005138	2016-11-26 00:19:33	-89.4153907954123	48.8129063149099	Thunder bay
Edmonton	53.2738582756831	-113.504237105307	460	403	820.820072200149	2016-11-26 00:19:34	-66.858664880295	45.6937522100996	Montreal
Lethbridge	49.7163389360033	-113.294995704657	429	829	659.277589432895	2016-11-26 00:19:35	-82.8979327287158	43.0031792207479	Sarnia
Toronto	44.0674324943061	-79.442752723641	356	145	2982.90331965545	2016-11-26 00:19:36	-72.4454906877781	46.3504542490487	Trois-rivieres
Terrace	54.7300293106684	-129.109692855616	125	137	2663.39593710145	2016-11-26 00:19:37	-79.5456993384907	43.5978743894724	Toronto
Toronto	43.5579382066329	-79.2906247859809	532	548	1700.01666262979	2016-11-26 00:19:38	-119.115912854116	49.690325029926	Kelowna
Kitchener	43.6160533185505	-80.7401967089268	531	224	2019.48138611624	2016-11-26 00:19:39	-78.4322696965229	45.3643515476925	Ottawa
Calgary	50.7145025080503	-114.105467260919	983	576	1251.19579890743	2016-11-26 00:19:40	-81.06211852294	45.6266466303792	Montreal
Montreal	45.2662953493358	-62.6933772691019	327	848	3749.14051672677	2016-11-26 00:19:41	-72.3648055605504	45.4453101527934	Ottawa
Vancouver	49.6283426793024	-122.731400172025	593	879	2248.70275154244	2016-11-26 00:19:42	-119.373568760401	49.8625047243038	Penticton
Toronto	43.8963095711195	-79.0267539540041	98	616	1701.18634097744	2016-11-26 00:19:43	-71.3843297354873	46.4072393360875	Quebec
Brantford	43.3933549055374	-80.6349956444195	948	883	1031.51993749198	2016-11-26 00:19:44	-71.4975297598336	45.5843412636235	Montreal
Toronto	43.8279812213624	-79.6987537169063	402	72	3003.47663058201	2016-11-26 00:19:45	-79.6527490499691	43.7384319568477	Toronto
Campbell river	50.1353881816909	-124.811494029663	643	448	4442.83642352093	2016-11-26 00:19:46	-79.1190874107638	44.0853032270954	Georgina
North cowichan	48.5314342346206	-121.769151557142	603	87	4833.99523746921	2016-11-26 00:19:47	-65.3733197013311	45.642602970588	Montreal
Montreal	45.7925896985958	-80.595313800034	766	164	4748.1078146142	2016-11-26 00:19:48	-63.9939824345869	44.9505818551055	Halifax
Toronto	43.7333833390357	-79.5369603283584	447	258	2722.63224177295	2016-11-26 00:19:49	-72.804885708502	46.4524066948277	Trois-rivieres
Toronto	43.4991225629201	-79.3180804065797	118	929	220.739538699854	2016-11-26 00:19:50	-113.587095512491	52.4015694188608	Red deer
North bay	46.3388933555049	-79.6489129778099	717	268	3182.82852261327	2016-11-26 00:19:51	-63.7260041128768	44.7014505306156	Halifax
Magog	45.1151178520106	-72.7685278844977	816	239	1703.9933223743	2016-11-26 00:19:52	-79.6801787895048	43.3751066268481	Toronto
Vancouver	49.1171025961948	-123.418712025199	119	428	3192.90626458824	2016-11-26 00:19:53	-122.892448320445	48.9686009461222	Vancouver
Toronto	43.8147796215812	-79.0959795923086	530	320	4243.91185310669	2016-11-26 00:19:54	-122.366297830051	49.1948188749959	Vancouver
Sherbrooke	45.5911757612409	-69.2927647037338	301	109	966.510699479841	2016-11-26 00:19:55	-76.5908548179367	45.2316644524366	Ottawa
Toronto	43.4958207467849	-79.1968508749907	278	959	475.212762481533	2016-11-26 00:19:56	-76.8800016531086	45.3732891714112	Montreal
Windsor	42.6809789863602	-84.3903145774754	904	275	426.908177521545	2016-11-26 00:19:57	-122.891450869972	49.1004724028423	Vancouver
Vancouver	49.1515484554747	-122.913676239202	582	794	4464.9269941845	2016-11-26 00:19:58	-123.455108880301	49.0329481760878	Vancouver
Sorel	46.0459369262538	-72.9477467138608	346	156	4014.57955266815	2016-11-26 00:19:59	-72.1841879016017	45.4877963868308	Montreal
Windsor	42.6631258342573	-82.0685238570196	1	769	2073.02592884516	2016-11-26 00:20:00	-111.572326348718	56.9418261090523	Wood buffalo
Winnipeg	49.6763165741245	-97.3356444996234	680	67	2514.98150519328	2016-11-26 00:20:01	-79.2442848827711	43.9751532096314	Toronto
Calgary	51.1272932720648	-114.486203128327	148	764	3861.30656944588	2016-11-26 00:20:02	-72.058632072751	48.1631913779563	Chicoutimi-jonquiere
Calgary	50.8548808139956	-114.544307339724	519	459	2830.11672748253	2016-11-26 00:20:03	-79.9524814957457	45.1357344528828	Midland
Quebec	46.5179978471395	-71.1646934189912	297	317	1268.39708077023	2016-11-26 00:20:04	-80.7065545511611	43.5667805926748	Kitchener
Calgary	50.8548808139956	-114.544307339724	306	459	3341.35292302817	2016-11-26 00:20:05	-114.328910569551	52.6389388835791	Red deer
Calgary	50.7702552508013	-113.744812650137	893	307	4903.22111236164	2016-11-26 00:20:06	-75.139329821637	45.5336210539995	Montreal
Montreal	45.2662953493358	-62.6933772691019	578	848	3925.62200003304	2016-11-26 00:20:07	-72.3290760568912	45.6276377548329	Saint-jerome
Toronto	43.7384319568477	-79.6527490499691	161	402	1267.93678143295	2016-11-26 00:20:08	-79.0747223073324	43.6584456851221	Toronto
Vancouver	49.4056543077994	-123.268751758152	832	86	1270.30713608256	2016-11-26 00:20:09	-113.991516817143	53.5919102826476	Edmonton
Quebec	46.597447748471	-71.5969931057394	843	426	2846.06992908521	2016-11-26 00:20:10	-96.9615000486044	49.9351643047491	Winnipeg
Montreal	45.2662953493358	-62.6933772691019	1	848	3531.02644348983	2016-11-26 00:20:11	-111.572326348718	56.9418261090523	Wood buffalo
Oshawa	43.478377639558	-78.9212460374082	826	644	3910.43180035194	2016-11-26 00:20:12	-122.350820891942	48.7257385364517	Victoria
Ottawa	45.0488788184753	-76.9030450919062	511	546	4636.38292953838	2016-11-26 00:20:13	-79.5163410327404	44.0776877946086	Toronto
Gatineau	45.8374332107486	-76.9238723658071	707	602	845.75424301438	2016-11-26 00:20:14	-79.3374113817909	43.5984486106907	Toronto
New glasgow	45.6212226031881	-74.572628256655	569	349	310.152812895831	2016-11-26 00:20:15	-77.8098707774263	45.7630758593642	Ottawa
Vancouver	49.4475782996702	-123.687096987986	691	921	865.082560107112	2016-11-26 00:20:16	-79.6169558451451	43.9111368355961	Toronto
Toronto	43.2496700280706	-79.3467207882716	830	650	3842.57780621992	2016-11-26 00:20:17	-78.0290474275424	45.5416257202498	Montreal
Toronto	43.6421590893115	-79.1921068632051	969	966	4879.25128726056	2016-11-26 00:20:18	-122.318627913971	48.3742802062413	Victoria
Lethbridge	49.5561939657186	-112.339122864957	867	129	4633.40221968247	2016-11-26 00:20:19	-113.706303541055	53.4597790015423	Edmonton
Quebec	46.4859647727657	-71.0707602839684	390	350	959.196586022153	2016-11-26 00:20:20	-123.048157890055	49.360706708812	Vancouver
Calgary	51.1272932720648	-114.486203128327	164	764	1574.0930225933	2016-11-26 00:20:21	-80.595313800034	45.7925896985958	Montreal
Vancouver	49.2455407973555	-123.538781249851	249	159	3832.4901664746	2016-11-26 00:20:22	-122.922230189258	49.4451749131168	Vancouver
Toronto	43.4199922945055	-79.268922478038	980	648	4535.39179493673	2016-11-26 00:20:23	-71.4499771741389	47.0724925624954	Quebec
Montreal	45.7126314921252	-71.0994774803523	375	699	4445.0674406602	2016-11-26 00:20:24	-113.994270065276	51.2996252679067	Calgary
Ottawa	45.5251395009855	-78.1703478970411	623	166	4353.80418351851	2016-11-26 00:20:25	-74.7497240768633	45.1391172981487	Kanata
Barrie	44.4957739895581	-79.539875477484	201	632	829.147692909464	2016-11-26 00:20:26	-115.669086794182	49.6008851488023	Cranbrook
Montreal	45.1438124768258	-75.2063892221893	348	994	194.187136599794	2016-11-26 00:20:27	-123.031945859767	48.1827172738195	Victoria
Kitchener	43.5849506218066	-80.0116813896732	48	594	4330.44113968499	2016-11-26 00:20:28	-65.7612703813074	47.3551424599478	Bathurst
New glasgow	45.6212226031881	-74.572628256655	723	349	3990.05145205883	2016-11-26 00:20:29	-79.2505461988709	45.8459641095099	Montreal
Calgary	51.1791459397389	-114.285609328238	624	991	1199.50737740146	2016-11-26 00:20:30	-75.2278054026887	45.608229398003	Gatineau
Toronto	43.5189913446241	-79.0299982995295	865	926	882.262272713706	2016-11-26 00:20:31	-79.1354176845161	44.0064953217781	Toronto
Toronto	43.6981788630502	-78.9271755088728	4	421	820.292586041614	2016-11-26 00:20:32	-123.535210801247	49.6328658701148	Vancouver
Toronto	43.5213159741958	-79.5014184536669	846	758	4664.71685884753	2016-11-26 00:20:33	-79.1630660138363	43.5601553620083	Toronto
New glasgow	45.6538958092301	-68.3149606993696	717	505	2697.14251653058	2016-11-26 00:20:34	-63.7260041128768	44.7014505306156	Halifax
Toronto	43.8963095711195	-79.0267539540041	795	616	411.682593426667	2016-11-26 00:20:35	-79.2409417594135	43.6326868405185	Toronto
Toronto	43.4958207467849	-79.1968508749907	242	959	2567.55471222568	2016-11-26 00:20:36	-79.476804175117	43.9247384044234	Toronto
Duncan	49.0809838450336	-120.440626560826	58	840	1420.17982489197	2016-11-26 00:20:37	-75.1553684655516	45.710160868498	Ottawa
Montreal	45.7925896985958	-80.595313800034	139	164	4394.68315182021	2016-11-26 00:20:38	-79.7586281981379	43.9207211335098	Toronto
Kitchener	43.2838264942174	-80.5557546189024	829	442	4681.22647580458	2016-11-26 00:20:39	-113.294995704657	49.7163389360033	Lethbridge
Kitchener	43.2445241402324	-80.6224453569445	278	135	867.878699826542	2016-11-26 00:20:40	-76.8800016531086	45.3732891714112	Montreal
Kitchener	43.2445241402324	-80.6224453569445	468	135	2701.28118599532	2016-11-26 00:20:41	-80.2866544814761	42.5441014185153	Nanticoke
Toronto	43.8626004989736	-79.1024918037095	700	207	3616.0414276761	2016-11-26 00:20:42	-123.167192393746	48.2343205018046	Victoria
Barrie	44.5379702269402	-79.6014189937292	406	620	2266.05338163208	2016-11-26 00:20:43	-79.6176527776862	43.8112654987373	Toronto
Toronto	43.6096772060994	-79.8283923625367	423	669	4213.73534458689	2016-11-26 00:20:44	-79.360762810284	43.3988423000697	Toronto
Toronto	43.5654804742173	-79.436276627029	835	65	4757.61734527769	2016-11-26 00:20:45	-113.613161001001	53.4134647030131	Edmonton
Georgina	44.5992798723137	-79.2437652302948	180	960	639.984256832395	2016-11-26 00:20:46	-78.7867010334261	43.5893599791525	Oshawa
Toronto	43.6950670556503	-79.6064838214928	850	655	2953.44550128793	2016-11-26 00:20:47	-89.4153907954123	48.8129063149099	Thunder bay
Toronto	43.5415081396918	-79.7889078174869	385	486	1531.78471506108	2016-11-26 00:20:48	-84.8674765419244	45.4012964133176	Montreal
Saint catharines-niagara	43.3601207471549	-79.3638796163074	556	618	3123.95553226816	2016-11-26 00:20:49	-78.0759505634463	45.3920740380335	Montreal
Toronto	43.8133051208571	-79.4079048893179	798	665	2705.78493658686	2016-11-26 00:20:50	-114.557684716975	50.9223684008253	Calgary
Montreal	45.4793602045388	-79.0406673264833	777	595	2900.62830061652	2016-11-26 00:20:51	-97.254148708267	49.5344282928457	Winnipeg
Vancouver	48.8737094673234	-122.967161146402	678	57	3351.88922404777	2016-11-26 00:20:52	-75.9576233153553	45.3103325237949	Montreal
Montreal	45.1438124768258	-75.2063892221893	301	994	4983.94416031661	2016-11-26 00:20:53	-76.5908548179367	45.2316644524366	Ottawa
Winnipeg	49.7574522512909	-97.2553227529065	684	516	1014.56225741422	2016-11-26 00:20:54	-82.643302407789	43.012557316406	Sarnia
Vancouver	49.5271398536383	-122.898511317074	109	698	753.365167509764	2016-11-26 00:20:55	-69.2927647037338	45.5911757612409	Sherbrooke
